,Sentiment,tokenized
121,1,"['اس', 'ملک', 'کو', 'بدنام', 'کرنے', 'میی', 'لفافہ', 'صحافت', 'نے', 'باقی', 'کسر', 'پوری', 'کردی']"
122,1,"['ایدھی', 'سنٹر', 'ڈکیتی', 'مرکزی', 'ملزم', 'سابقہ', 'ملازم', 'گرفتار', 'کراچی', 'شہر', 'قائد', 'میں', 'ایدھی', 'ٹرسٹ', 'کے', 'ہیڈ', 'آفس', 'میں', 'ڈکیتی', 'کرنے']"
123,1,"['جس', 'عہد', 'میں', 'لٹ', 'جائے', 'ایدھی', 'کا', 'چندہاس', 'دور', 'کا', 'حاکم', 'ہے', 'کوئ', 'گنجا']"
124,0,"['کراچی', 'سندھ', 'ہائیکورٹ', 'نے', 'بحریہ', 'ٹاؤن', 'کلفٹن', 'فلائی', 'اوور', 'کے', 'خلاف', 'حکم', 'امتناع', 'ختم', 'کرتے', 'ہوئے', 'بحریہ', 'ٹاؤن', 'کو', 'تعم']"
125,0,"['تمام', 'اہل', 'اسلام', 'کو', 'نیا', 'اسلامی', 'سال', 'مبارک', 'ہو', 'اللہ', 'پاک', 'یہ', 'سال', 'ہمارے', 'لیئے', 'رحمتوں', 'اور', 'برکتوں', 'کا', 'باعث', 'بنائے', 'ہمارے', 'حال']"
126,0,"['بہت', 'سے', 'داغی', 'آئے', 'اور', 'گئے', 'لیکن', 'کپتان', 'اب', 'بھی', 'قوم', 'کے', 'ساتھ', 'اسی', 'جذبے', 'سے', 'کھڑاھے']"
127,0,"['ریالٹی', 'تو', 'یہ', 'ہے', 'ہمارے', 'دونوں', 'انقلابی', 'گو', 'نواز', 'گو', 'اور', 'جلسوں', 'کو', 'اپنی', 'کامیابی', 'قرار', 'دے', 'رہے', 'ہیں', 'یہ', 'دونوں', 'کام', 'تو', 'ان', 'دھرنوں', 'کے', 'بغیر', 'بھی', 'ہو', 'سکتے', 'تھے']"
128,2,"['پاکستان', 'کی', 'ٹیم', 'میں', 'احمد', 'شہزاد', 'محمد', 'حفیظ', 'اظہر', 'علی', 'یونس', 'خان', 'مصباح', 'الحقاسد', 'شفیق', 'سرفراز', 'احمد', 'ذوالفقار', 'بابر', 'عمران', 'خان', 'یاسر', 'شاہ', 'اور', 'راحت', 'علی', 'شامل']"
129,0,"['بالآخر', 'تیری', 'مصروفیت', 'کے', 'پیش', 'نظریہ', 'تہہ', 'ہوا', 'کے', 'اب', 'تجھے', 'یاد', 'نہ', 'کیا', 'جائے']"
130,0,"['پھلا', 'ٹیسٹ', 'پاکستان', 'اسڑیلیا', 'کے', 'خلاف', 'ٹاس', 'جیت', 'کربیٹنگ', 'کافیصلہ', 'خضربلوچ']"
131,0,"['تو', 'کٹڑ', 'مسلمان', 'بن', 'جا', 'بھائی']"
132,0,"['خواجہ', 'عمران', 'نذیر', 'نے', 'مریضوں', 'سے', 'علاج', 'معالجے', 'کی', 'سہولتوں', 'سے', 'متعلق', 'دریافت', 'کیا']"
133,0,"['وہ', 'جو', 'بیچتے', 'تھے', 'دوائے', 'دل', 'وہ', 'دکان', 'اپنی', 'بڑھا', 'گئے', 'شاہراہ', 'دستور', 'سے', 'عوامی', 'تحریک', 'کے', 'کارکنوں', 'کی', 'واپسی', 'سی', 'ڈی', 'اے', 'نے', 'صفائی', 'مہم', 'شروع', 'کردی']"
134,0,"['لاہوریوں', 'نے', 'اجتماع', 'عام', 'کے', 'لیے', 'دل', 'کے', 'دروزے', 'کھول', 'دیے', 'ڈونرز', 'کانفرنس', 'میں', 'ڈیڑھ', 'کروڑ', 'سے', 'زائد', 'رقم', 'جمع', 'کروا', 'دی']"
135,0,"['عیش', 'کروکم', 'پڑجائے', 'تو', 'بکرے', 'کا', 'سر', 'بھی', 'ہے']"
136,0,"['ابھی', 'تو', 'پارٹی', 'شروع', 'ہوئی', 'ہے']"
137,0,"['سائن', 'آوٹ', 'کرو', 'اور', 'کوئی', 'اچھی', 'سی', 'کتاب', 'پڑھوآپ', 'زیادہ', 'آوٹنگ', 'نہیں', 'کرتے', 'شائد', 'ٹویٹر', 'سے', 'باھر', 'بھی', 'نکلا', 'کرو']"
138,1,"['جس', 'عہد', 'میں', 'لٹ', 'جائے', 'فقیروں', 'کی', 'کمائی', 'اس', 'دور', 'کے', 'سلطاں', 'سے', 'کو', 'ئی', 'بھول', 'ہو', 'ئ', 'ہے']"
139,0,"['عوامی', 'تحریک', 'کے', 'رہنماء', 'کی', 'کارکنوں', 'کو', 'آبائی', 'علاقوں', 'میں', 'جا', 'کر', 'بلدیاتی', 'انتخابات', 'کی', 'تیاری', 'کرنے', 'کی', 'ہدایت']"
140,1,"['ایک', 'کڑوڑ', 'ستر', 'لاکھ', 'معذور', 'افراد', 'کو', 'معاشرے', 'نے', 'بلکل', 'دھتکارا', 'ہوا', 'ہے', 'بہت', 'افسوس', 'کی', 'بات', 'ہے']"
141,1,"['ہر', 'کچھ', 'عرصے', 'بعد', 'انقلاب', 'کے', 'نام', 'پر', 'یہ', 'ناٹک', 'اس', 'خوف', 'کے', 'پیش', 'نظر', 'رچایا', 'جاتا', 'ہے', 'کہ', 'عوام', 'کہیں', 'حقیقی', 'انقلاب', 'کے', 'لئے', 'ہی', 'کھڑے', 'نہ', 'ہو', 'جائیں']"
142,0,"['حضرت', 'عمر', 'کی', 'شان', 'زاہدانہ']"
143,1,"['استعفی', 'کی', 'بعد', 'تو', 'ہم', 'پارلیمنٹ', 'سے', 'ہی', 'باہر', 'ہو', 'جائیں', 'گے', 'قادری', 'کی', 'طرح', 'ہمیں', 'شرپسند', 'عناصر', 'کہا', 'جائے', 'گا']"
144,1,"['اس', 'کی', 'خاطر', 'ھم', 'نے', 'اس', 'کو', 'چھوڑ', 'دیا']"
145,0,"['فقیر', 'وہ', 'ہے', 'جو', 'اپنی', 'غلطیوں', 'پر', 'اپنا', 'احتساب', 'کرے', 'اور', 'دوسروں', 'کی', 'اچھائیوں', 'پر', 'نظر', 'کھے', 'نا', 'کے', 'دوسروں', 'کو', 'گالیاں', 'دے', 'اور', 'خود', 'کو', 'فرشتہ', 'سمجھے']"
146,0,"['عوامی', 'تحریک', 'کے', 'سربراہ', 'ڈاکٹر', 'طاہر', 'القادری', 'کا', 'واپس', 'کینیڈا', 'جانے', 'کا', 'فیصلہ']"
147,0,"['نواز', 'شریف', 'کی', 'بھارت', 'کے', 'بعد', 'اسرائیل', 'کو', 'خوش', 'کرنے', 'کی', 'کوشش', 'حکومت', 'کی', 'ناک', 'کے', 'عین', 'نیچے', 'اسرائیلی', 'اسٹال']"
148,1,"['وہچلاجائے', 'ہم', 'آجائیں', 'دھرنے', 'والوں', 'کیلئے', 'یہی', 'تبدیلی', 'ہے', 'حاصل', 'بزنجو']"
149,0,"['سوشل', 'میڈیا', 'پہ', 'تو', 'ہر', 'کوئی', 'کچھ', 'بھی', 'کہہ', 'لیتا', 'ھے', 'اگر', 'آپ', 'احمدیوں', 'کے', 'لئے', 'پرنٹ', 'یا', 'الیکٹرونک', 'میڈیا', 'پہ', 'آواز', 'اٹھائو', 'تو', 'بات', 'اے']"
150,1,"['فقیری', 'اچھی', 'پروہ', 'جوآپ', 'کولوگوں', 'سے', 'بے', 'نیاز', 'کردے', 'نا', 'کے', 'وہ', 'فقیری', 'جس', 'میں', 'آپ', 'لوگوں', 'کی', 'نیاز', 'کے', 'ہوں', 'محتاج', 'اور', 'ہاتھ', 'پھیلاتے', 'پھریں', 'سب', 'کے', 'سامنے']"
151,0,"['ہم', 'اپنے', 'حصے', 'کا', 'پاکستان', 'ساتھ', 'لائے', 'پہلے', 'پاکستان', 'بنایا', 'پہر', 'یہاں', 'آئے', 'خواجہ', 'اظہار', 'ایم', 'کیو', 'ایم']"
152,1,"['گوجرہ', 'میں', 'قتل', 'اور', 'ڈکیتی', 'کے', 'گرفتار', 'ملزمان', 'کی', 'نشاندہی', 'پر', 'اسلحہ', 'برآمدپولیس', 'نے', 'قتل', 'اور', 'ڈکیتی', 'کے', 'گرفتار', 'ملزمان', 'کی']"
153,1,"['گو', 'نواز', 'گوگو', 'قادری', 'گوگو', 'شہباز', 'گوگو', 'ذرداری', 'گوگو', 'بلاول', 'گوگو']"
154,1,"['ایم', 'کیو', 'ایم', 'کا', 'ملک', 'گیر', 'یوم', 'سیاہ']"
155,0,"['لگتا', 'ھے', 'مونس', 'الہی', 'کو', 'قادری', 'صاحب', 'نے', 'خصوصی', 'دعا', 'سے', 'نواز', 'دیا', 'ھے']"
156,1,"['لاہور', 'چھاپہ', 'مار', 'ٹیم', 'نے', 'موقع', 'سے', 'مردار', 'گوشت', 'ھی', 'برآمد', 'کرلیا', 'عائشہ', 'ممتاز']"
157,0,"['خدا', 'کے', 'لیے', 'کوئی', 'کینڈی', 'کرش', 'ساگا', 'گیم', 'کھیلنے', 'کے', 'لئے', 'جو', 'لوگ', 'مجھ', 'کو', 'انوائیٹ', 'کرتے', 'ہیں', 'ان', 'سے', 'جان', 'چھڑوائے', 'خدا', 'لئے']"
158,0,"['ساحر', 'لدھانیوی', 'عصمت', 'چغتائی', 'راجندر', 'سنگھ', 'بیدی', 'علی', 'سردار', 'جعفری', 'اور', 'دیگر', 'ترقی', 'پسند', 'ادیب', 'ساحل', 'سمندر', 'پر', 'اکٹھے', 'ہیں']"
159,1,"['کیاعمران', 'خان', 'صرف', 'ٹوئٹر', 'اور', 'فیس', 'بک', 'پہ', 'وزیر', 'اعظم', 'بن', 'سکتا', 'ہے']"
160,1,"['تھرپارکر', 'میں', 'دنوں', 'میں', 'بچے', 'غذائی', 'قلت', 'سے', 'جاں', 'بحق', 'سندھ', 'حکومت', 'غافل']"
161,1,"['بھائی', 'کیا', 'کہیں', 'چاہ', 'ہی', 'ختم', 'ہو', 'گئی', 'ہے']"
162,0,"['لاہور', 'میٹروبس', 'پر', 'ارب', 'خرچ', 'ہوئے']"
163,1,"['میں', 'تحریک', 'انصاف', 'اور', 'عوامی', 'تحریک', 'کے', 'کارکنوں', 'سے', 'کہتا', 'ہوں', 'کہ', 'اگر', 'ہم', 'سے', 'کوئی', 'سے', 'کوئی', 'بھی', 'پیچھے', 'ہٹے', 'اسے', 'چھوڑدینا', 'اگر']"
164,0,"['عوامی', 'ٹیکسوں', 'سے', 'حاصل', 'ہونے', 'والا', 'پیسہ', 'سیاسی', 'مقاصد', 'کے', 'لئے', 'استعمال', 'نہیں', 'کیا', 'جاسکتا', 'لاہور', 'ہائیکورٹ']"
165,1,"['دولت', 'واقعی', 'آزمائش', 'ھے', 'اساتذہ', 'اور', 'تحقیق', 'کرنے', 'والوں', 'کیلئے', 'ھمارا', 'بجٹ', 'صرف', 'ھزار', 'ھوتا', 'ھے', 'جبکہ', 'ساوں', 'ڈ', 'سسٹم', 'والے', 'ڈی', 'جے', 'کیلئے', 'ستائیس', 'لاکھ', 'انصاف']"
166,0,"['جب', 'تک', 'ذندہ', 'ہوں', 'یہیں', 'بیٹھوں', 'پاکستان', 'خان', 'وطن', 'کی', 'مٹی', 'مجھے', 'ایڑیاں', 'رگڑنے', 'دے', 'مجھے', 'یقین', 'ہے', 'کہ', 'چشمہ', 'یہیں', 'سے', 'نکلے', 'گا']"
167,1,"['اے', 'آر', 'وائی', 'دیکھ', 'کر', 'میرے', 'پاپا', 'کو', 'مرگی', 'کےدورے', 'پڑتے', 'تھے', 'مبشرلقمان', 'کو', 'دیکھ', 'کر', 'حمزہکو', 'لقوہ', 'ہو', 'جاتا', 'ہے', 'مریمگلو', 'بٹنی']"
168,0,"['تمہارے', 'پاؤں', 'میں', 'رکھ', 'دی', 'ہے', 'شاعری', 'اپنیکسی', 'کو', 'کون', 'یوں', 'اپنی', 'کمائی', 'دیتا', 'ہے']"
169,1,"['اللہ', 'آپ', 'کا', 'بھلا', 'کرے', 'یہی', 'حضرت', 'ہیں', 'آج', 'بھی', 'اسی', 'حلیے', 'میں', 'تھے', 'یہ', 'فیصلہ', 'کرنامشکل', 'تھاکہ', 'بدبوکامرکزکچراتھایا', 'ان', 'صاحب', 'کے', 'کپڑے']"
170,0,"['کیا', 'کوئی', 'دوست', 'پاکستان', 'کے', 'ٹیسٹ', 'میچ', 'کے', 'بارے', 'میں', 'بتا', 'سکتا', 'ہے', 'ساتھ', 'ٹائم', 'لازم', 'لکھنا']"
171,1,"['بریکنگ', 'کراچیملزم', 'سلیم', 'کو', 'پولیس', 'گرفتارنہیں', 'کرسکیپولیس', 'ذرائع']"
172,1,"['طریقہ', 'تو', 'غلط', 'ہے', 'اوربدعت', 'ہے', 'مگر', 'طلاق', 'پڑتی', 'ہے']"
173,0,"['کھجور', 'اور', 'بلغم', 'بلغمی', 'مزاج', 'کے', 'لوگ', 'اگر', 'دن', 'میں', 'پانچ', 'کھجوریں', 'کھائیں', 'تو', 'بلغم', 'ختم', 'ہوجاتی', 'ہے']"
174,0,"['دنیا', 'گول', 'ہے', 'چندے', 'سے', 'چندے', 'تک', 'کا', 'سفرچندے', 'سے', 'انقلاب']"
175,0,"['اللہ', 'جانے', 'وے', 'ماہی', 'تیرا', 'پیار', 'کی', 'اے', 'دل', 'دی', 'اوداسی', 'نی', 'جاندی']"
176,0,"['محرم', 'الحرام', 'کا', 'چاند', 'نظر', 'آ', 'گیا', 'یوم', 'عاشورہ', 'چار', 'نومبر', 'کو', 'ہوگا']"
177,0,"['ایم', 'کیو', 'ایم', 'کو', 'منانے', 'کی', 'کوئی', 'کوشش', 'نہیں', 'کیرحمان', 'ملک', 'گویا', 'اس', 'بار', 'خود', 'ہی', 'ذلیل', 'ہو', 'کہ', 'واپس', 'آ', 'جاویں', 'گے', 'جیسے', 'طاھر', 'کینیڈوی', 'ذلیل', 'و', 'رسوا', 'ہو', 'کہ', 'آ', 'گئے']"
178,1,"['افسوس', 'صد', 'افسوس', 'ماہ', 'کا', 'ایان', 'بھی', 'چل', 'بسا']"
179,0,"['خاتو', 'ن', 'جج', 'کو', 'کمرہ', 'عدالت', 'میں', 'کرکٹ', 'سیکھنی', 'پڑگئی']"
180,0,"['سلیکٹرز', 'یونس', 'خان', 'کی', 'جانب', 'سے', 'ایک', 'اور', 'سینچری']"
181,1,"['ظلم', 'آ', 'سدھو', 'سانوو']"
182,0,"['کبھی', 'کبھی', 'یوز', 'کرتا', 'ھوں']"
183,1,"['ہ', 'نئی', 'احتیاط', 'دیکھی', 'ہے', 'آئینے', 'سے', 'حجاب', 'کرتے', 'ہوایک', 'دن', 'نہ', 'عدم', 'جو', 'پی', 'تو', 'کیاروز', 'شغل', 'شراب', 'کرتے', 'ہوعبدالحمید', 'عدم']"
184,1,"['اپنے', 'باپ', 'شوبازشریف', 'کو', 'بول', 'پہلے', 'وہ', 'پنجاب', 'کو', 'بچالے', 'اور', 'تو', 'اپنی', 'بجلی', 'پر', 'توجہ', 'دے', 'ماما', 'نا', 'بن', 'خیبر', 'پختونخواہ', 'کاجعلی', 'معزز', 'بہڑوے', 'سالے']"
185,0,"['اسلام', 'آباد', 'میں', 'محرم', 'الحرام', 'کا', 'چاند', 'نظر', 'آ', 'گیا', 'نیا', 'اسلامی', 'سال', 'مبارک', 'ہو', 'ہم', 'سب', 'کے', 'لیے', 'برکت', 'اور', 'آسانی', 'کا', 'باعث', 'بنے', 'آ', 'مین']"
186,0,"['دانستہ', 'چھوڑ', 'جاؤں', 'گا', 'میدان', 'اور', 'تمہارے', 'ہوئے', 'رہو', 'گے', 'اگر', 'جیت', 'بھی', 'گئے']"
187,0,"['افغانستان', 'آخری', 'امریکی', 'اور', 'برطانوی', 'دستوں', 'کا', 'آپریشن', 'ختم', 'کرنے', 'کا', 'فیصلہ']"
188,1,"['مریم', 'نوازکی', 'یوتھ', 'لون', 'اسکیم', 'کی', 'چیرپرسن', 'تعیناتی', 'کےخلاف', 'درخواست', 'کی', 'ہائیکورٹ', 'میں', 'سماعت', 'ادارےکی', 'تشکیلچیرپرسن', 'کی', 'تقرری', 'کےطریقہ', 'کاراوردیگرکار']"
189,0,"['اس', 'عمر', 'کے', 'مرتبے', 'کا', 'میں', 'کیا', 'تذکرہ', 'کرسکتا', 'ہوں', 'کہ', 'جس', 'کے', 'ہونٹوں', 'سے', 'نکلے', 'الفاظ', 'کو', 'خدا', 'قرآن', 'بنا', 'کر', 'اتار', 'دیتا', 'ہے', 'سیدنا', 'عمر', 'فاروق', 'رضی', 'اللہ', 'عنہ']"
190,1,"['صرف', 'فیصد', 'کے', 'بل', 'زیادہ', 'آئے', 'انھوں', 'نے', 'بجلی', 'زیادہ', 'استعمال', 'کی', 'خواجہ', 'آصف']"
191,0,"['اج', 'بہت', 'سے', 'لوگو', 'کو', 'طاہر', 'القادری', 'کا', 'فیصلہ', 'سمج', 'نہی', 'ایا', 'کل', 'پہر', 'انہی', 'لوگو', 'کا', 'کہنا', 'ہو', 'گا', 'طاہر', 'القادری', 'ڻہیک', 'کہتے', 'تہے']"
192,0,"['کراچی', 'این', 'ای', 'ڈی', 'یونیورسٹی', 'میں', 'ایڈمیشن', 'کیلئے', 'انٹری', 'ٹیسٹ', 'کا', 'اعلان', 'ہو', 'گیا']"
193,1,"['پہلے', 'دو', 'تین', 'گھونٹ', 'کے', 'بعد', 'چائے', 'بس', 'گرم', 'میٹھا', 'پانی', 'ہی', 'رہ', 'جاتی', 'ہے']"
194,0,"['جزاک', 'اللہ', 'میں', 'اسی', 'کے', 'انتظار', 'میں', 'ابھی', 'تک', 'سویا', 'نہیں']"
195,0,"['ڈانس', 'ڈائریکٹر', 'پپو', 'سمراٹ', 'نے', 'اپنے', 'کام', 'کا', 'مظاہرہ', 'کیا']"
196,0,"['تمام', 'مسلمانوں', 'کو', 'نیا', 'اسلامی', 'سال', 'مبارک', 'شہادت', 'امیر', 'المومنین', 'سیدنا', 'فاروق', 'اعظم', 'علیہ', 'السلام', 'اور', 'سیدنا', 'حسین', 'علیہ', 'السلام', 'پر', 'ہدیہ', 'تعزیت']"
197,0,"['رسول', 'ﷲ', 'ﷺ', 'نے', 'فرمایا', 'خبردار', 'کبھی', 'بالارادہ', 'نماز', 'نہ', 'چھوڑنا', 'کیونکہ', 'جس', 'نے', 'دیدہ', 'و', 'دانستہ', 'اور', 'عمدا', 'نماز', 'چھوڑدی', 'تو', 'اللہ', 'کا', 'ذمہ', 'اس', 'سے', 'بری', 'ہے', 'ابن', 'ماج']"
198,0,"['تحریک', 'انصاف', 'استعفوں', 'کے', 'موقف', 'پر', 'قائم', 'ہے', 'نظام', 'کی', 'تبدیلی', 'چاہتے', 'ہیں', 'شیریں', 'مزاری']"
199,1,"['مذہب', 'کی', 'چادر', 'میں', 'بدنما', 'داغ', 'ہیں', 'ان', 'بدنما', 'داغوں', 'کو', 'دیکھنے', 'کے', 'لیے', 'عقیدت', 'کی', 'عینک', 'کو', 'اتارنا', 'پڑتا', 'ہے', 'ہم', 'اکثر', 'سمجھتے']"
200,0,"['چندے', 'سے', 'انقلاب', 'لانے', 'سے', 'بہتر', 'ہے', 'کے', 'ہم', 'کسی', 'مستحق', 'کی', 'امداد', 'کریں', 'اور', 'اسکی', 'زندگی', 'کو', 'خوشحال', 'کر', 'دیں']"
201,1,"['لگتا', 'ہے', 'آسٹریلیا', 'کی', 'ٹیم', 'بہت', 'برا', 'پرفارم', 'کر', 'رہی', 'ہے', 'ہماری', 'حالت', 'تو', 'جوں', 'کی', 'توں', 'ہے']"
202,0,"['حضرت', 'آسیہ', 'رضی', 'اللہ', 'تعالی', 'عنہا', 'نے', 'اپنا', 'ایمان', 'اپنے', 'شوہر', 'فرعون', 'سے', 'چھپایا', 'تھا', 'جب', 'فرعون', 'کو', 'اس', 'کا', 'پتہ', 'چلا', 'تو', 'اس', 'نے']"
203,0,"['ڈاکٹر', 'طارق', 'سلیم', 'کو', 'امیر', 'ضلع', 'گجرات', 'منتخب', 'ہو', 'گئے']"
204,1,"['آپ', 'میں', 'سے', 'وہ', 'جنہوں', 'نے', 'جنرل', 'ضیاع', 'ال', 'یک', 'کا', 'دور', 'دیکھا', 'ہے', 'جان', 'سکتے', 'ہیں', 'کہ', 'ہم', 'لوگ', 'کس', 'کرب', 'سے', 'گزرے', 'ہوں', 'گے', 'پچھلی', 'دو', 'ٹویٹس', 'ملاحظہ', 'ہوں']"
205,1,"['لاہور', 'جانوروں', 'کا', 'گوشت', 'بھی', 'قبضہ', 'میں', 'لے', 'لیا', 'گیا']"
206,1,"['چندے', 'سے', 'انقلاب', 'انقلاب', 'تو', 'بہاگنا', 'ہی', 'تہا', 'جہاز', 'سے', 'کنٹینر', 'سے', 'جہاز', 'ا']"
207,0,"['مذہبی', 'امور', 'کے', 'وزیر', 'سردار', 'محمد', 'یوسف', 'اور', 'رکن', 'قومی', 'اسمبلی', 'محمد', 'صفدر', 'نے', 'اسلام', 'آباد', 'میں', 'وزیر', 'اعظم', 'محمد', 'نواز', 'شریف', 'سے', 'ملاقات', 'کی']"
208,0,"['لاہور', 'عوام', 'نے', 'مینڈیٹ', 'دیا', 'ہے', 'دھرنوں', 'سے', 'فرق', 'نہیں', 'پڑتا', 'صوبائی', 'وزیر', 'قانون']"
209,1,"['پاکستان', 'کی', 'قومی', 'کرکٹ', 'ٹیم', 'کے', 'سابق', 'کپتان', 'شعیب', 'ملک', 'کا', 'باوٴلنگ', 'ایکشن', 'بھی', 'مشکوک', 'قرار', 'دے', 'دیا', 'گیا', 'روزنامہ', 'اردو', 'پوائنٹ']"
210,0,"['بھارتی', 'مقبوضہ', 'کشمیر', 'میں', 'بین', 'الاقوامی', 'مبصر', 'کی', 'تعیناتی', 'خطے', 'میں', 'پائیدار', 'امن', 'کیلئے', 'ناگزیر', 'ہے']"
211,0,"['نئ', 'گیند']"
213,0,"['آسٹریلوی', 'ماہرین', 'کا', 'طبی', 'میدان', 'میں', 'اہم', 'کارنامہ', 'مردہ', 'دل', 'کی', 'کامیاب', 'پیوند', 'کاری']"
214,1,"['رانا', 'مشہود', 'نہیں', 'رانا', 'مشکوک']"
215,0,"['سبزے', 'کو', 'جب', 'کہیں', 'جگہ', 'نہ', 'ملی', 'بن', 'گیا', 'روئے', 'آب', 'پر', 'کائی', 'غالب']"
216,1,"['پاکستان', 'میں', 'تعلیم', 'کہاں']"
217,1,"['سے', 'پیپلز', 'پارٹی', 'ایک', 'ھی', 'نعرہ', 'لگا', 'کرحکومت', 'میں', 'آتی', 'رھی', 'اورمکرتی', 'رھی', 'کیاپوچھاکبھی', 'کسی', 'نے', 'کہ', 'کدھرھے', 'روٹی', 'کپڑا', 'اورمکان']"
218,1,"['بجلی', 'کی', 'قیمتوں', 'میں', 'پیسے', 'فی', 'یونٹ', 'اضافے', 'کا', 'امکان']"
219,1,"['ٹویٹر', 'معاشرے', 'کی', 'تباہی', 'اور', 'تمام', 'برائیوں', 'کی', 'جڑ', 'ہے', 'سعودی', 'مفتی', 'اعظم']"
220,0,"['آخری', 'فتح', 'خاموشی', 'کی', 'ہوئی', 'اور', 'آواز', 'فنا', 'ہو', 'گئی']"
221,0,"['بلدیاتی', 'الیکشن', 'کرانے', 'کو', 'تیار', 'ہیں', 'الیکشن', 'کمیشن', 'اجازت', 'دے']"
222,0,"['مجھے', 'سیدنا', 'عمر', 'فاروق', 'رضی', 'اللہ', 'عنہ', 'سے', 'محبت', 'اس', 'وجہ', 'سے', 'بھی', 'ہے', 'کہ', 'میں', 'نے', 'دیکھا', 'کہ', 'آدھی', 'دنیا', 'کا', 'حکمران', 'سر', 'کے', 'نیچے', 'اینٹ', 'رکھے', 'درخت', 'کے', 'سائے', 'تلے', 'سویاہے']"
223,1,"['آپ', 'کہاں', 'سے', 'ہو', 'بھیا', 'کینیڈا', 'سے', 'یا', 'شوکت', 'خانم', 'ہسپتال', 'میں', 'پیدا', 'ہوئے', 'تھے', 'چندے', 'سے', 'انقلاب']"
224,0,"['اوووئے', 'پاکستانیوں', 'دس', 'بیس', 'روپے', 'چندہ', 'دو', 'مجھے', 'تمہارے', 'لئے', 'دھرنے', 'دے', 'رہا', 'ہوں', 'اگر', 'آ', 'نہیں', 'سکتے', 'چندہ', 'تو', 'دے', 'سکتے', 'ہو', 'ناں', 'چندے', 'سے', 'انقلاب']"
